category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,성북구 청소년문화의집 건립 지원,공공 안전,0,3,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,시립청소년직업체험센터 건립,공공 안전,1,3,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"청소년 및 학부모 대상 세대공감 콘서트(주민참여, 마포구)",공공 안전,0,0,1,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"스포츠 클라이밍 체험시설 설치(주민참여, 강동구)",공공 안전,1,3,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년미디어 놀이터 조성(주민참여),공공 안전,2,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년시설 확충,공공 안전,1,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,위기 청소년을 위한 상담과 우리동네 배움터 만들기(주민참여),공공 안전,3,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,두드림 청소년 직업체험 및 건강상담센터 설치(주민참여),공공 안전,0,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"방배유스센터 보수(주민참여, 서초구)",공공 안전,1,3,1,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"학생들의 꿈을 키워주는 생생 진로체험(주민참여, 종로구)",공공 안전,1,3,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"따스한 햇살을 마시는 청소년카페(주민참여, 금천구)",공공 안전,1,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"알수록 재미있는 동네 무한 상상 과학교실(주민참여, 마포구)",공공 안전,1,4,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,구로(궁동) 청소년문화의 집 건립지원,공공 안전,0,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년 휴카페 설치 운영,공공 안전,1,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,시립청소년수련시설 기능보강,공공 안전,1,0,4,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,취약계층 청소년 자립지원(두드림존 운영),공공 안전,4,2,1,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,진로직업체험 프로그램 운영(주민참여),공공 안전,1,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년 성소수자 지원을 위한 '청소년 무지개와 함께'지원센터 운영(주민참여),공공 안전,3,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,놀라운 토요일 프로젝트 운영,공공 안전,0,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,"학생들의 꿈,희망,진로설계프로젝트 청소년 진로탐색 프로그램운영(주민참여)",공공 안전,2,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,건전성가치관 교육 및 체험시설 운영,공공 안전,0,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년동반자 프로그램 운영,공공 안전,0,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년활동진흥센터 운영지원,공공 안전,0,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,특별지원대상 청소년 지원,공공 안전,0,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,공공청소년시설 프로그램 운영지원,공공 안전,1,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년수련시설 지도사지원,공공 안전,2,2,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,시립청소년수련관 위탁운영 지원,공공 안전,3,1,2,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,인터넷중독예방센터 운영,공공 안전,2,3,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,서울영어마을 지원,서울영어마을 일반학생 단체입소 참가비 지원,공공 안전,0,3,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,서울영어마을 지원,영어마을 취약시설 기능보강 및 장비구입,공공 안전,0,3,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,학교형태 평생교육시설(학력미인정) 운영 지원,공공 안전,0,3,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,서울영어마을 지원,서울영어마을 운영 활성화,공공 안전,0,1,3,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,시립청소년상담지원센터 운영,공공 안전,1,0,3,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,청소년통합지원체계 구축지원,공공 안전,2,4,3,0
기타,기타,행정운영경비(평생교육정책관 평생교육담당관),기본경비,기본경비,공공 안전,0,0,1,0
사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,청소년시설 확충 및 운영개선 추진,시립청소년특화시설 위탁운영 지원,공공 안전,1,1,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,좋은 엄마 되기 학교 운영(주민참여),공공 안전,0,2,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,자격증 취득을 통한 일자리창출 특화사업(주민참여),공공 안전,0,1,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,민주시민교육 추진,공공 안전,1,1,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,영등포평생학습센터 조성(주민참여),공공 안전,0,5,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,용산 실버바리스타 아카데미 운영(주민참여),공공 안전,0,2,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,학력인정 문해교육 프로그램 지원강화(교육청 협력 사업),공공 안전,1,4,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,강동 커피바리스타 과정 운영(주민참여),공공 안전,0,5,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,성인 발달장애인 사회적응 교육 운영(주민참여),공공 안전,1,3,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,강서평생학습관 조성(주민참여),공공 안전,0,3,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,평생교육 진흥원 설립 운영,공공 안전,2,2,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,평생교육기관 실태조사,공공 안전,1,3,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,은평학습장 운영,공공 안전,0,1,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,장애인 평생교육시설 운영 지원,공공 안전,0,1,1,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,모두의 학교 설립 운영,공공 안전,2,0,2,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,주민참여형  마을학교 생태계 조성사업,공공 안전,1,0,3,0
교육,평생ㆍ직업교육,다양한 평생교육환경 조성,평생교육사업 효율적 추진,부모학습지원센터 운영,공공 안전,0,3,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,양마장어린이공원 등 바닥포장 개선(주민참여),공공 안전,2,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,남산 공원 가는 길에 휠체어길 개선(주민참여),공공 안전,0,2,2,0
수송및교통,대중교통ㆍ물류등기타,도시교통체계 및 소통 개선,교통안전시설물관리,신사역사거리 횡단보도 설치(주민참여),공공 안전,1,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,오류동 주민쉼터 정비(주민참여),공공 안전,0,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,문화가 흐르는 용허리 공원 조성(주민참여),공공 안전,1,1,2,0
기타,기타,행정운영경비(도시안전실 도로시설과),기본경비,기본경비,공공 안전,2,3,1,0
수송및교통,도로,도로시설관리,기전 시설물 관리(일반회계),광진 정보 도서관 앞 구간 아차산대교 야간조명 설치,공공 안전,2,1,1,1
수송및교통,도로,교량관리,한강교량관리,반포대교 보수공사,공공 안전,5,0,2,0
수송및교통,도로,교량관리,한강교량관리,한강대교 보수,공공 안전,3,0,1,0
수송및교통,도로,도로시설관리,자동차전용도로 고가차도 및 입체교차로 관리,오류고가차도 보수공사,공공 안전,3,1,1,0
수송및교통,도로,도로시설관리,기전시설물 관리,가로등 원격제어시스템 유지 관리,공공 안전,3,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 고가차도 및 입체교차로 관리,길음램프(현대아파트앞) 방음시설 설치공사,공공 안전,1,0,2,0
수송및교통,도로,도로시설관리,자동차전용도로 고가차도 및 입체교차로 관리,"월릉교 및 월계1교 상,하행 언더패스 보수공사",공공 안전,4,0,2,0
수송및교통,도로,교량관리,일반교량관리,양화교 보수공사,공공 안전,2,0,2,0
수송및교통,도로,교량관리,일반교량관리,영동6교 보수공사,공공 안전,3,0,2,0
수송및교통,도로,교량관리,일반교량관리,신정교 보수공사,공공 안전,1,0,2,0
수송및교통,도로,교량관리,일반교량관리,금천교 보수공사,공공 안전,0,0,2,0
수송및교통,도로,교량관리,일반교량관리,중랑교 보수보강공사,공공 안전,0,0,1,0
수송및교통,도로,교량관리,한강교량관리,서강대교 보수공사,공공 안전,4,0,1,0
수송및교통,도로,교량관리,일반교량관리,여의2교 보수공사,공공 안전,4,0,1,0
수송및교통,도로,교량관리,일반교량관리,전농교 보수.보강 공사,공공 안전,3,2,3,0
수송및교통,도로,도로시설관리,지하차도시설 관리,외발산지하차도 포장 및 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,지하차도시설 관리,잠수교 남측 지하차도 캐노피 설치 및 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,도로기전시설물 공공요금 관리,공공 안전,0,1,3,1
수송및교통,도로,도로시설관리,지하차도시설 관리,상봉지하차도 경관개선 사업,공공 안전,2,1,2,1
수송및교통,도로,도로시설관리,지하차도시설 관리,창동지하차도 장애인 이동 편의시설 설치,공공 안전,1,0,2,0
수송및교통,도로,도로시설관리,지하차도시설 관리,천호지하차도 보수공사,공공 안전,2,1,1,0
수송및교통,도로,도로시설관리,지하차도시설 관리,이태원지하차도 보수공사,공공 안전,1,0,1,1
수송및교통,도로,도로시설관리,지하차도시설 관리,고척2지하차도 포장 및 보수공사,공공 안전,2,1,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,남산1호터널 등 방재설비 보완공사,공공 안전,5,0,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,지하차도 노후배수시설 정비공사,공공 안전,2,1,1,1
수송및교통,도로,도로시설관리,기전시설물 관리,터널 및 지하차도 전력설비 개량공사,공공 안전,0,0,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,홍지문터널 등 방재설비 보완공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,한강교량 및 도로시설물 경관조명 유지보수,공공 안전,3,0,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,도로기전시설물 일상유지보수,공공 안전,0,1,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,도로시설분야 조명설비 개선공사,공공 안전,3,1,2,1
수송및교통,도로,도로시설관리,기전시설물 관리,터널 및 지하차도 재방송설비 유지보수,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,면목천복개구조물 포장 및 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,반포천2복개 포장공사,공공 안전,1,1,3,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,도림천복개(좌안) 포장 및 보수공사,공공 안전,2,0,1,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,도림천4복개(우안) 포장 및 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,터널시설 관리,"옥수, 금호터널 보도 차단벽 설치공사",공공 안전,3,0,2,0
수송및교통,도로,도로시설관리,터널시설 관리,북악터널 갱구부 사면보강,공공 안전,2,1,2,0
수송및교통,도로,도로시설관리,터널시설 관리,정릉터널외 1개소 보수보강공사,공공 안전,4,0,2,0
수송및교통,도로,도로시설관리,터널시설 관리,화곡터널 보수 및 포장공사,공공 안전,1,1,2,0
수송및교통,도로,도로시설관리,하천복개구조물 관리,욱천1복개 포장공사,공공 안전,3,1,2,0
수송및교통,도로,도로시설관리,하천복개구조물 관리,불광천복개외 1개소 포장공사,공공 안전,3,1,1,0
수송및교통,도로,도로시설관리,지하차도시설 관리,공항입구지하차도 보수 및 포장공사,공공 안전,3,1,3,0
수송및교통,도로,도로시설관리,하천복개구조물 관리,불광천 복개1구간 보수 보강,공공 안전,5,2,2,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,봉천천복개 포장 및 보수공사,공공 안전,3,1,2,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,녹번천복개 보수공사,공공 안전,5,0,1,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,청계천복개(좌안) 보수공사,공공 안전,1,0,1,1
수송및교통,도로,도로시설관리,하천복개구조물 관리,청계천 복개(우안) 보수공사,공공 안전,3,0,2,1
수송및교통,도로,도로시설관리,도로시설물 운영,감독위탁 공사관리,공공 안전,1,2,3,1
수송및교통,도로,도로시설관리,도로시설물 운영,시설물 품질향상 및 유지관리,공공 안전,2,0,3,1
수송및교통,도로,도로시설관리,도로시설물 운영,자동차전용도로 도로시설물(우면고가) 내진성능개선,공공 안전,4,2,1,0
수송및교통,도로,도로시설관리,도로시설물 운영,도로시설물(자치구 위임관리) 긴급보수,공공 안전,3,1,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,청계천 교각 비둘기 퇴치 사업,공공 안전,1,1,4,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,강변북로 주변 방음벽 교체 및 신설,공공 안전,2,1,2,1
수송및교통,도로,도로시설관리,도로시설물 운영,도로시설물 안전자문단 운영,공공 안전,3,1,3,1
수송및교통,도로,도로시설관리,도로시설물 운영,시설물 안전점검 및 진단,공공 안전,1,0,2,1
수송및교통,도로,도로시설관리,터널시설 관리,북악터널 내부 보수보강공사,공공 안전,5,0,2,1
수송및교통,도로,도로시설관리,터널시설 관리,터널위치 번호판 설치,공공 안전,1,4,2,1
수송및교통,도로,도로시설관리,터널시설 관리,남산1호터널 보수공사,공공 안전,1,0,2,1
수송및교통,도로,도로시설관리,터널시설 관리,자하문터널 보수공사,공공 안전,1,0,2,1
수송및교통,도로,도로시설관리,도로시설물 운영,강변북로 사면 보수보강공사(자양동853-3~645-5),공공 안전,1,1,3,0
수송및교통,도로,도로시설관리,도로시설물 운영,내부순환로 내진보강,공공 안전,3,2,2,0
수송및교통,도로,도로시설관리,터널시설 관리,"도로시설물(터널,복개,지하차도,세척) 일상유지보수",공공 안전,3,0,3,1
수송및교통,도로,도로시설관리,도로시설물 운영,석관동 두산아파트 방음시설설치,공공 안전,1,4,1,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 도로사면 수목 정비공사,공공 안전,3,1,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,"잠실대교 북단램프C,D 보수공사",공공 안전,3,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,경인1지하차도 보수공사,공공 안전,2,1,3,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 경계블록 및 측구 정비공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,염창IC 보수공사,공공 안전,1,1,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,염창교 보수공사,공공 안전,2,1,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,천호대교북단 U턴차로교 보수공사,공공 안전,5,1,3,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,봉화교 외 3개 시설 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 도로시설물 일상유지 보수공사,공공 안전,3,0,1,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,강선보강교량 유지관리 방안 연구,공공 안전,2,0,3,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,북부고가교 보수공사,공공 안전,2,0,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,청담대교 보수공사,공공 안전,1,0,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,일원지하차도 보수공사,공공 안전,2,0,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,송정교 보수공사,공공 안전,6,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,한남대교남단1교 포장개량공사,공공 안전,2,0,1,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,경부고속도로 및 올림픽대로 상 7개시설물 포장개량공사,공공 안전,5,0,1,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,탄천1고가 보수공사,공공 안전,3,1,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,탄천2고가 보수공사,공공 안전,2,1,4,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,여의2지하차도 보수공사,공공 안전,2,1,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,정릉천고가교 보수공사,공공 안전,1,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 제설인수 관련 기반시설 조성,공공 안전,1,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,내부순환로 교면포장 개량공사,공공 안전,0,1,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로(토공) 방호울타리 및 중앙분리대 정비,공공 안전,2,1,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로(토공) 노후포장도로 정비공사,공공 안전,4,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,올림픽대로복개 보수공사,공공 안전,2,1,3,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,북부간선고가교 보수공사,공공 안전,2,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,청담2교 보수공사,공공 안전,2,0,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,홍제천고가 보수보강(내진성능개선)공사,공공 안전,3,0,3,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,묵동천교 외 3개소 방호울타리 보수공사,공공 안전,2,2,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,마들지하차도 외 3개소 보수공사,공공 안전,5,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,노량교 보수공사,공공 안전,4,0,2,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,두모교 보수공사,공공 안전,2,0,1,1
수송및교통,도로,도로시설관리,도로시설물 운영(일),공동구 관리 위탁,공공 안전,0,0,2,1
수송및교통,도로,도로시설관리,도로시설물 운영(일),자동차전용도로 도로관리 위탁,공공 안전,3,1,2,1
수송및교통,도로,도로시설관리,도로시설물 운영(일),"반포대교 북단 하부공간 비둘기 침투 방지망 설치공사(용산구, 주민참여)",공공 안전,4,1,2,0
수송및교통,도로,도로시설관리,도로시설물 운영(일),자동차전용도로 청소 및 녹지관리 위탁,공공 안전,2,1,3,1
수송및교통,도로,도로관리(6개 도로사업소),사업소 환경개선(도시개발),도로사업소 청사 신축,공공 안전,0,2,1,1
수송및교통,도로,도로관리(6개 도로사업소),도로 및 시설물 관리,건설장비 대폐차 및 유지관리,공공 안전,0,1,3,1
기타,기타,행정운영경비(도시안전실 도로관리과),기본경비(도로사업소),기본경비(도로사업소 6개소),공공 안전,2,1,4,0
기타,기타,행정운영경비(도시안전실 도로관리과),기본경비,기본경비,공공 안전,1,1,2,0
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 도로시설물관리 위탁,공공 안전,0,1,1,1
수송및교통,도로,도로시설관리,도로시설물 운영(일),"철길을 건너는 낡은 육교, 사고위험 많아요! - 영등포 횡단보도육교 정비(주민참여)",공공 안전,4,1,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,자동차전용도로 시설물 교면포장 개량공사,공공 안전,3,0,1,1
수송및교통,도로,도로시설관리,자동차전용도로 관리,내곡터널외 1개소 유지관리,공공 안전,1,1,1,1
수송및교통,도로,도로시설관리,도로시설물 운영(일),"나도 장애인과 보행약자 지하철을 타고싶어요(한신아파트 앞 보도육교 엘리베이터 설치, 금천구, 주민참여)",공공 안전,1,1,2,0
수송및교통,도로,도로시설관리,도로시설물 운영(일),"위험천만! 유모차와 휠체어가 차도로 다니고 있어요!(오목교 주변 엘리베이터 설치 등, 영등포구, 주민참여)",공공 안전,3,0,2,0
수송및교통,도로,도로시설관리,도로시설물 운영(일),"아찔한 육교 난간, 높여주세요 - 일신초교앞 보도육교 난간정비(주민참여)",공공 안전,3,0,1,1
환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량,방배동 477-9~357-20호 간 하수관로 개량,공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,우리동네 안전지킴이 LED 보안등 도로조명 개선(금천구 주민참여),공공 안전,0,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,어두운 골목길 LED보안등 도로조명 개선(관악구 주민참여),공공 안전,1,1,0,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,보안등 개선으로 귀가길 여성이 안심하는 도로 환경조성(성동구 주민참여),공공 안전,3,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,어두운 골목길 보안등 LED 정비(도봉구 주민참여),공공 안전,77,5,4,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,초등학교·여중고 등 우범 취약지역 노후 가로등 정비(양천구 주민참여),공공 안전,3,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,노후계단 및 이면도로 정비(중구 주민참여),공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,안전한 밤거리 LED 보안등 도로조명 개선(관악구 주민참여),공공 안전,3,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,올림픽대교 북단 보행로 조도 개선(광진구 주민참여),공공 안전,1,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리(도시개발),시흥2동 호압사 입구~산복터널간 갓길 정비사업,공공 안전,1,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리(도시개발),노후포장도로 정비공사,공공 안전,2,1,2,0
수송및교통,도로,도로관리(6개 도로사업소),사업소 환경개선,도로사업소 사무환경개선,공공 안전,3,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리(도시개발),서울역고가 프로젝트,공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,포장도로관리시스템 성능개선(기능추가 등) 사업,공공 안전,3,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,저용량 가로등 광원(LED) 교체 사업,공공 안전,1,0,4,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리(도시개발),시설물관리 시설부대비,공공 안전,1,1,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로함몰 관리지도 전산시스템 구축,공공 안전,1,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,삼성동 급경사 노후계단 정비(관악구 주민참여),공공 안전,3,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,오르막길 미끄럼방지 포장(강동구 주민참여),공공 안전,2,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,금하로 보행안전 및 주민편익 개선(금천구 주민참여),공공 안전,3,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,중앙동 이면도로 미끄럼방지포장(관악구 주민참여),공공 안전,4,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,활기찬 젊음의 거리 조성(마포구 주민참여),공공 안전,1,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,안심하고 다닐 수 있는 뒷골목 환경정비(마포구 주민참여),공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,노후계단 정비 및 경사도로 안전바 설치(강남구 주민참여),공공 안전,0,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"재개발 해제지역의 울퉁불퉁 골목, 이제 편하게 다니게 해주세요(성동구 주민참여)",공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도신로39길3 노후계단 정비(영등포구 주민참여),공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,골목길 경사로 노후 계단 정비(양천구 주민참여),공공 안전,3,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,남산한옥마을 연결로 조성(중구 주민참여),공공 안전,0,6,0,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,평창42길 차량방호울타리 설치(종로구 주민참여),공공 안전,3,2,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,옥수동.금호동 일대 계단 정비(성동구 주민참여),공공 안전,0,2,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,얼룩지고 불편한 등하굣길 계단 정비(마포구 주민참여),공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,정릉4동 천주교성당 옆 계단 구조개선(성북구 주민참여),공공 안전,3,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,장위로4길 5 앞 노후계단 정비(성북구 주민참여),공공 안전,4,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"급경사 통학로, 안전하게 다니고 싶어요!(중구 주민참여)",공공 안전,5,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,정수초등학교 통학로 액상제설기 설치(성북구 주민참여),공공 안전,2,0,1,1
